id,name,source,prescription_required,retail_price,discounted_price,manufacturer,quantity,packaging_form,salts,base name,dosage form
source_6-176559,nimulid safe 75 mg injection 2 ml,source_6,True,14.0,12.32,mankind,2 ml,ampoule,nimesulide 75.0 mg,nimulid,injection
source_2-85075,nimulid sp 100 mg/15 mg capsule,source_2,True,88.4,72.49,panacea biotec,Unknown,strip,nimesulide 100.0 mg/serratiopeptidase 15.0 mg,nimulid,capsule
source_6-176560,nimulid sp capsules,source_6,True,88.4,77.79,mankind,10 capsules,strip,serratiopeptidase 15.0 mg/nimesulide 100.0 mg,nimulid,capsule
source_6-176561,nimulid strip of 10 tablets,source_6,True,93.28,82.09,mankind,10 tablets,strip,nimesulide 100.0 mg,nimulid,tablet
source_7-206614,nimulid strong 1 spray,source_7,True,150.0,145.0,mankind,42.0 g,bottle,nimesulide 1.0 % w/v,nimulid,spray
source_1-144848,nimulid strong pain relief gel 30 gm,source_1,False,132.0,116.2,mankind,30.0 g,tube,piroxicam 20.0 mg,nimulid,gel
source_1-144849,nimulid strong pain relief spray 42 gm,source_1,False,150.0,132.0,mankind,42.0 g,bottle,piroxicam 20.0 mg,nimulid,spray
source_7-206615,nimulid syrup,source_7,True,26.62,25.8,panacea biotec,60.0 ml,bottle,nimesulide 50.0 mg/5 ml,nimulid,syrup
source_6-176562,nimulid syrup 30 ml,source_6,True,12.57,11.06,mankind,30.0 ml,bottle,nimesulide,nimulid,syrup
source_6-176563,nimulid syrup 60 ml,source_6,True,25.35,22.31,mankind,60.0 ml,bottle,nimesulide 50.0 mg,nimulid,syrup
source_2-85077,nimulid tablet,source_2,True,93.28,76.49,panacea biotec,Unknown,strip,nimesulide 100.0 mg,nimulid,tablet
source_1-144850,nimulid tablet 15's,source_1,True,93.0,81.8,panacea biotec,15 tablets,strip,nimesulide 100.0 mg,nimulid,tablet
source_7-206617,nimulid transgel,source_7,True,84.15,73.8,panacea biotec,30.0 g,tube,nimesulide 1.0 % w/w,nimulid,gel
source_1-144851,nimulid transgel 30 gm,source_1,True,76.5,67.3,panacea biotec,30.0 g,tube,nimesulide 1.0 %w/w,nimulid,gel
source_6-176564,nimulid tube of 30 gm transgel,source_6,False,84.15,77.42,mankind,30.0 g,tube,nimesulide 10.0 mg,nimulid,gel
source_7-206618,nimulide p 100 mg/325 mg tablet,source_7,True,42.0,40.7,nasa,10 tablets,strip,nimesulide 100.0 mg/paracetamol 325.0 mg,nimulide,tablet
source_6-61824,corsango d3 strip of 15 tablets,source_6,False,223.0,223.0,hegde and hegde,15 tablets,strip,vitamin d 3/cholecalciferol 500.0 iu/elemental calcium 500.0 mg,corsango,tablet
source_2-32466,corsango d3 suspension,source_2,False,107.0,87.74,hegde and hegde,Unknown,bottle,piroxicam 20.0 mg,corsango,suspension
source_1-51787,corsangod3 suspension 100 ml,source_1,False,125.0,110.0,hegde and hegde,100.0 ml,bottle,calcium 200.0 mg/vitamin d 3.0 125.0 iu,corsango,suspension
source_6-61825,corsango d3 suspension 100 ml,source_6,False,125.0,110.0,hegde and hegde,100.0 ml,bottle,calcium carbonate 200.0 mg/vitamin d 3/cholecalciferol 125.0 iu,corsango,suspension
source_2-32467,corsangod3 tablet,source_2,False,203.0,203.0,hegde and hegde,Unknown,strip,piroxicam 20.0 mg,corsango,tablet
source_1-51788,corsangod3 tablet 15's,source_1,False,223.0,196.2,hegde and hegde,15 tablets,strip,elemental calcium 500.0 mg/vitamin d 3.0 500.0 iu,corsango,tablet
source_7-263603,risdone 1 mg liquid 60 ml,source_7,True,148.43,121.71,intas,60.0 ml,bottle,risperidone 1.0 mg,risdone,liquid
source_6-223422,risdone 1 mg tablet,source_6,True,26.16,26.16,intas,10 tablets,strip,risperidone 1.0 mg,risdone,tablet
source_7-263605,risdone 1 mg tablet 10's,source_7,True,29.33,24.05,intas,10 tablets,strip,risperidone 1.0 mg,risdone,tablet
source_2-108794,risdone 1 tablet,source_2,True,23.06,18.91,intas,Unknown,strip,risperidone 1.0 mg,risdone,tablet
source_7-263607,risdone1 tablet 10's,source_7,True,29.0,25.5,intas,10 tablets,strip,risperidone 1.0 mg,risdone,tablet
source_3-6901,risdone 2 mg tab 1 x10,source_3,True,50.18,42.65,intas,10 tablets,strip,risperidone 2.0 mg,risdone,tablet
source_6-223423,risdone 2 mg tablet,source_6,True,41.84,36.82,intas,10 tablets,strip,risperidone 2.0 mg,risdone,tablet
source_5-31150,risdone 2 mg tablet 10's,source_5,True,50.18,41.15,intas,10 tablets,strip,risperidone 2.0 mg,risdone,tablet
source_2-108795,risdone 2 tablet,source_2,True,41.07,33.68,intas,Unknown,strip,risperidone 2.0 mg,risdone,tablet
source_1-176595,risdone 2 tablet 10's,source_1,True,50.0,44.0,intas,10 tablets,strip,risperidone 2.0 mg,risdone,tablet
source_3-6902,risdone 3 mg tab 1 x10,source_3,True,78.0,66.3,intas,10 tablets,strip,risperidone 3.0 mg,risdone,tablet
source_5-31151,risdone 3 mg tablet 10's,source_5,True,71.0,58.22,intas,10 tablets,strip,risperidone 3.0 mg,risdone,tablet
source_6-223424,risdone 3 mg tablets,source_6,True,78.0,78.0,intas,10 tablets,strip,risperidone 3.0 mg,risdone,tablet
source_7-263609,risdone 3 tablet,source_7,True,78.0,68.4,intas,10 tablets,strip,risperidone 3.0 mg,risdone,tablet
source_1-176596,risdone 3 tablet 10's,source_1,True,78.0,68.6,intas,10 tablets,strip,risperidone 3.0 mg,risdone,tablet
source_5-31152,risdone 4 mg tablet 10's,source_5,True,81.57,66.89,intas,10 tablets,strip,risperidone 4.0 mg,risdone,tablet
source_6-223425,risdone 4 mg tablets,source_6,True,72.75,72.75,intas,10 tablets,strip,risperidone 4.0 mg,risdone,tablet
source_2-108797,risdone 4 tablet,source_2,True,64.12,52.58,intas,Unknown,strip,risperidone 4.0 mg,risdone,tablet
source_1-176597,risdone 4 tablet 10's,source_1,True,81.5,71.7,intas,10 tablets,strip,risperidone 4.0 mg,risdone,tablet
source_7-263611,risdoneforte tablet,source_7,True,114.0,99.9,intas,10 tablets,strip,risperidone 4.0 mg/trihexyphenidyl 2.0 mg,risdone,tablet
source_6-223426,risdone forte tablet,source_6,True,95.5,95.5,intas,10 tablets,strip,risperidone 4.0 mg/trihexyphenidyl/benzhexol hydrochloride 2.0 mg,risdone,tablet
source_1-176598,risdone forte tablet 10's,source_1,True,114.0,100.3,intas,10 tablets,strip,risperidone 4.0 mg/trihexyphenidyl 2.0 mg,risdone,tablet
source_5-31153,risdone forte tablet 10's,source_5,True,114.0,93.48,intas,10 tablets,strip,risperidone 4.0 mg/trihexyphenidyl 2.0 mg,risdone,tablet
source_7-263612,risdone liquid,source_7,True,148.43,128.7,intas,60.0 ml,bottle,risperidone 1.0 mg/ml,risdone,liquid
source_1-176599,risdone liquid 60 ml,source_1,True,148.0,130.2,intas,60.0 ml,bottle,risperidone 1.0 mg,risdone,liquid
source_7-263613,risdone ls tablet,source_7,True,85.0,72.9,intas,10 tablets,strip,risperidone 2.0 mg/trihexyphenidyl 2.0 mg,risdone,tablet
source_6-223427,risdone ls tablet,source_6,True,85.0,85.0,intas,10 tablets,strip,risperidone 2.0 mg/trihexyphenidyl/benzhexol hydrochloride 2.0 mg,risdone,tablet
source_1-176600,risdone ls tablet 10's,source_1,True,85.0,74.8,intas,10 tablets,strip,risperidone 2.0 mg/trihexyphenidyl 2.0 mg,risdone,tablet
source_5-31154,risdone ls tablet 10's,source_5,True,85.0,69.7,intas,10 tablets,strip,risperidone 2.0 mg/trihexyphenidyl 2.0 mg,risdone,tablet
source_6-223428,risdone mt 05 mg tablet,source_6,True,33.5,28.47,intas,10 tablets,strip,risperidone 0.5 mg,risdone,tablet
source_5-31155,risdone mt 05 mg tablet 10's,source_5,True,33.5,27.47,intas,10 tablets,strip,risperidone 0.5 mg,risdone,tablet
source_1-176601,risdone mt 05 tablet 10's,source_1,True,33.5,29.5,intas,10 tablets,strip,risperidone 0.5 mg,risdone,tablet
source_2-108801,risdone mt 05 tablet md,source_2,True,30.5,25.01,intas,Unknown,strip,risperidone 0.5 mg,risdone,tablet
source_6-223429,risdone mt 1 mg tablet,source_6,True,33.91,28.82,intas,10 tablets,strip,risperidone 1.0 mg,risdone,tablet
source_1-176602,risdone mt 1 mg tablet,source_1,True,33.5,29.5,intas,10 tablets,strip,risperidone 1.0 mg,risdone,tablet
source_5-31156,risdone mt 1 mg tablet 10's,source_5,True,33.91,27.81,intas,10 tablets,strip,risperidone 1.0 mg,risdone,tablet
source_2-108802,risdone mt 1 tablet,source_2,True,32.75,26.86,intas,Unknown,strip,risperidone 1.0 mg,risdone,tablet
source_3-6903,risdone mt 2 mg tab 1 x10,source_3,True,50.18,42.65,intas,10 tablets,strip,risperidone 2.0 mg,risdone,tablet
source_2-108803,risdone mt 2 mg tablet,source_2,True,47.0,38.54,intas,Unknown,strip,risperidone 2.0 mg,risdone,tablet
source_6-223430,risdone mt 2 mg tablet,source_6,True,51.0,51.0,intas,10 tablets,strip,risperidone 2.0 mg,risdone,tablet
source_5-31157,risdone mt 2 mg tablet 10's,source_5,True,50.18,35.13,intas,10 tablets,strip,risperidone 2.0 mg,risdone,tablet
source_1-176603,risdonemt2 tablet 10's,source_1,True,50.0,44.0,intas,10 tablets,strip,risperidone 2.0 mg,risdone,tablet
source_2-108804,risdoneplus tablet,source_2,True,59.5,48.79,intas,Unknown,strip,risperidone 3.0 mg/trihexyphenidyl/benzhexol 2.0 mg,risdone,tablet
source_6-223431,risdone plus tablet,source_6,True,71.0,71.0,intas,10 tablets,strip,risperidone 3.0 mg/trihexyphenidyl/benzhexol hydrochloride 2.0 mg,risdone,tablet
source_1-176604,risdone plus tablet 10's,source_1,True,85.0,74.8,intas,10 tablets,strip,risperidone 3.0 mg/trihexyphenidyl 2.0 mg,risdone,tablet
source_5-31158,risdone plus tablet 10's,source_5,True,85.0,69.7,intas,10 tablets,strip,risperidone 3.0 mg/trihexyphenidyl 2.0 mg,risdone,tablet
source_6-223432,risdone suspension 60 ml,source_6,True,130.37,130.37,intas,60.0 ml,bottle,risperidone 1.0 mg,risdone,suspension
source_3-6904,risdone syp 60 ml,source_3,True,148.43,126.17,intas,60.0 ml,bottle,risperidone 1.0 mg,risdone,syrup
source_6-172175,neovec 10 mg dry vial of 1 powder for injection,source_6,True,109.5,96.36,neon,10 mg,vial,vecuronium 10.0 mg,neovec,injection
source_4-4074,neovec 10 mg injection,source_4,True,122.75,104.0,neon,10 mg,vial,vecuronium bromide,neovec,injection
source_6-172176,neovec 20 mg injection,source_6,True,473.0,416.24,neon,20 ml,vial,vecuronium bromide,neovec,injection
source_1-142250,neovec20 mg inj,source_1,True,520.0,457.6,neon,1 ml,vial,vecuronium 20.0 mg,neovec,injection
source_2-82905,neovec 4 mg/2 ml inj amp,source_2,True,90.5,74.21,neon,Unknown,vial,piroxicam 20.0 mg,neovec,injection
source_6-172177,neovec 4 mg ampoule of 1 powder for injection,source_6,True,90.5,76.92,neon,1 ml,ampoule,vecuronium 4.0 mg,neovec,injection
source_2-82906,neovec 4 mg injection,source_2,True,135.0,110.7,neon,Unknown,vial,vecuronium 4.0 mg,neovec,injection
source_6-184554,oflomac 03 e/e drops 5 ml,source_6,True,19.05,19.05,macleods,5.0 ml,bottle,ofloxacin 0.3 %/dexamethasone 0.1 %,oflomac,eye and ear drop
source_6-184555,oflomac 100 mg strip of 10 tablets,source_6,True,50.6,44.53,macleods,10 tablets,strip,ofloxacin 100.0 mg,oflomac,tablet
source_3-5750,oflomac 100 mg tab 1 x10,source_3,True,50.6,43.01,macleods,10 tablets,strip,ofloxacin 100.0 mg,oflomac,tablet
source_7-215015,oflomac 100 tablet,source_7,True,61.05,52.92,macleods,10 tablets,strip,ofloxacin 100.0 mg,oflomac,tablet
source_1-149269,oflomac 100 tablet 10's,source_1,True,61.0,53.7,macleods,10 tablets,strip,ofloxacin 100.0 mg,oflomac,tablet
source_7-215016,oflomac 200 mg infusion,source_7,True,137.5,119.7,macleods,100.0 ml,bottle,ofloxacin 200.0 mg,oflomac,infusion
source_6-184556,oflomac 200 mg strip of 10 tablets,source_6,True,88.5,80.53,macleods,10 tablets,strip,ofloxacin 200.0 mg,oflomac,tablet
source_7-215017,oflomac 200 tablet,source_7,True,88.5,69.3,macleods,10 tablets,strip,ofloxacin 200.0 mg,oflomac,tablet
source_1-149270,oflomac 200 tablet 10's,source_1,True,88.5,77.9,macleods,10 tablets,strip,ofloxacin 200.0 mg,oflomac,tablet
source_6-184557,oflomac 300 mg strip of 10 tablets,source_6,True,146.3,130.21,macleods,10 tablets,strip,ofloxacin 300.0 mg,oflomac,tablet
source_2-88887,oflomac 300 tablet,source_2,True,110.0,90.2,macleods,Unknown,strip,ofloxacin 300.0 mg,oflomac,tablet
source_1-149271,oflomac 300 tablet 10's,source_1,True,146.0,128.5,macleods,10 tablets,strip,ofloxacin 300.0 mg,oflomac,tablet
source_6-184558,oflomac 400 mg strip of 10 tablets,source_6,True,139.7,122.94,macleods,10 tablets,strip,ofloxacin 400.0 mg,oflomac,tablet
source_3-5751,oflomac 400 mg tab 1 x10,source_3,True,153.0,130.05,macleods,10 tablets,strip,ofloxacin 400.0 mg,oflomac,tablet
source_2-88888,oflomac 400 tablet,source_2,True,127.0,104.14,macleods,Unknown,strip,ofloxacin 400.0 mg,oflomac,tablet
source_1-149272,oflomac 400 tablet 10's,source_1,True,184.5,162.4,macleods,10 tablets,strip,ofloxacin 400.0 mg,oflomac,tablet
source_1-149273,oflomac 50 oral solution 60 ml,source_1,True,72.5,63.8,macleods,60.0 ml,bottle,ofloxacin 50.0 mg,oflomac,solution
source_1-149274,oflomac cx 100 dt tablet 10's,source_1,True,70.0,61.6,macleods,10 tablets,strip,cefixime 100.0 mg/ofloxacin 100.0 mg,oflomac,tablet
source_7-215020,oflomac cx 100 mg/100 mg tablet dt,source_7,True,77.0,74.7,macleods,10 tablets,strip,cefixime 100.0 mg/ofloxacin 100.0 mg,oflomac,tablet
source_6-184559,oflomac cx 100 mg dt strip of 10 tablets,source_6,True,88.5,77.88,macleods,10 tablets,strip,ofloxacin 100.0 mg/cefixime 100.0 mg,oflomac,tablet
source_2-88889,oflomac cx 200 mg/200 mg tablet,source_2,True,145.0,118.9,macleods,Unknown,strip,cefixime 200.0 mg/ofloxacin 200.0 mg,oflomac,tablet
source_6-184560,oflomac cx 200 mg strip of 10 tablets,source_6,True,192.0,192.0,macleods,10 tablets,strip,cefixime 200.0 mg/ofloxacin 200.0 mg,oflomac,tablet
source_6-184561,oflomac cx bottle of 30 ml dry syrup,source_6,True,43.6,38.37,macleods,30.0 ml,bottle,cefixime/ofloxacin,oflomac,syrup
source_7-215022,oflomac cx dry syrup,source_7,True,46.0,44.6,macleods,30.0 ml,bottle,cefixime 50.0 mg/5 ml/ofloxacin 50.0 mg/5 ml,oflomac,syrup
source_6-184562,oflomac dx bottle of 5 ml eye/ear drops,source_6,True,7.51,7.51,macleods,5.0 ml,bottle,ofloxacin 0.3 %/dexamethasone 0.1 %,oflomac,ear drop
source_7-215023,oflomac dx eye/ear drops,source_7,True,7.51,7.3,macleods,5.0 ml,bottle,ofloxacin 0.3 %/dexamethasone 0.1 %,oflomac,ear drop
source_1-149275,oflomac eye/ear drops,source_1,True,19.05,16.76,macleods,5.0 ml,bottle,ofloxacin 0.3 %w/v,oflomac,ear drop
source_6-184563,oflomac forte bottle of 30 ml oral solution,source_6,True,71.25,62.7,macleods,30.0 ml,bottle,ofloxacin 100.0 mg/5 ml,oflomac,solution
source_2-88892,oflomac forte oral solution,source_2,True,59.0,48.38,macleods,Unknown,bottle,ofloxacin 100.0 mg/5 ml,oflomac,solution
source_1-149276,oflomac forte oral solution 30 ml,source_1,True,71.0,62.5,macleods,30.0 ml,bottle,ofloxacin 100.0 mg,oflomac,solution
source_1-149277,oflomac forte oral solution 60 ml,source_1,True,156.5,137.7,macleods,60.0 ml,bottle,ofloxacin 100.0 mg,oflomac,solution
source_6-184564,oflomac injection 100 ml,source_6,True,125.4,106.59,macleods,100 ml,vial,ofloxacin 200.0 mg,oflomac,injection
source_1-149278,oflomac iv 100 ml,source_1,True,137.5,121.0,macleods,100.0 ml,bottle,ofloxacin 200.0 mg/sodium chloride 0.9 g,oflomac,infusion
source_7-215027,oflomac iv 200 mg infusion,source_7,True,79.0,76.6,macleods,200.0 ml,bottle,ofloxacin 200.0 mg,oflomac,infusion
source_6-184565,oflomac m bottle of 30 ml suspension,source_6,True,45.68,45.68,macleods,30.0 ml,bottle,ofloxacin 50.0 mg/5 ml/metronidazole 100.0 mg/5 ml,oflomac,suspension
source_6-184566,oflomac m bottle of 60 ml suspension,source_6,True,62.7,55.18,macleods,60.0 ml,bottle,ofloxacin 50.0 mg/5 ml/metronidazole 100.0 mg/5 ml,oflomac,suspension
source_7-215028,oflomacm forte suspension,source_7,True,88.25,78.3,macleods,60.0 ml,bottle,ofloxacin 100.0 mg/5 ml/metronidazole 200.0 mg/5 ml,oflomac,suspension
source_6-184567,oflomac m forte suspension 30 ml,source_6,True,46.18,46.18,macleods,30.0 ml,bottle,ofloxacin 100.0 mg/5 ml/metronidazole 200.0 mg/5 ml,oflomac,suspension
source_1-149279,oflomacm forte suspension 60 ml,source_1,True,88.0,77.4,macleods,60.0 ml,bottle,metronidazole 200.0 mg/ofloxacin 100.0 mg,oflomac,suspension
source_6-184568,oflomac m forte suspension 60 ml,source_6,True,88.25,77.66,macleods,60.0 ml,bottle,ofloxacin 100.0 mg/5 ml/metronidazole 200.0 mg/5 ml,oflomac,suspension
source_1-149280,oflomac m forte syrup 30 ml,source_1,True,80.0,70.4,macleods,30.0 ml,bottle,ofloxacin 100.0 mg/metronidazole,oflomac,syrup
source_7-215029,oflomacm suspension,source_7,True,62.7,54.9,macleods,60.0 ml,bottle,ofloxacin 50.0 mg/5 ml/metronidazole 100.0 mg/5 ml,oflomac,suspension
source_1-149281,oflomacm suspension 30 ml,source_1,True,62.5,55.0,macleods,30.0 ml,bottle,metronidazole 100.0 mg/ofloxacin 50.0 mg,oflomac,suspension
source_1-149282,oflomacm suspension 60 ml,source_1,True,62.5,55.0,macleods,60.0 ml,bottle,metronidazole 100.0 mg/ofloxacin 50.0 mg,oflomac,suspension
source_7-215030,oflomacm tablet,source_7,True,11.13,10.8,macleods,10 tablets,strip,ofloxacin na/metronidazole na,oflomac,tablet
source_6-184569,oflomac m tablets,source_6,True,11.13,11.13,macleods,10 tablets,strip,ofloxacin 200.0 mg/metronidazole 600.0 mg,oflomac,tablet
source_6-184570,oflomac mn suspension 30 ml,source_6,True,29.73,29.73,macleods,30.0 ml,bottle,metronidazole/ofloxacin,oflomac,suspension
source_6-184571,oflomac mn suspension 60 ml,source_6,True,209.25,209.25,macleods,60.0 ml,bottle,metronidazole/ofloxacin,oflomac,suspension
source_2-88897,oflomac mn syrup,source_2,True,44.41,36.42,macleods,Unknown,bottle,ofloxacin 50.0 mg/5 ml/metronidazole 100.0 mg/5 ml,oflomac,syrup
source_1-149283,oflomac mn syrup 60 ml,source_1,True,72.5,63.8,macleods,60.0 ml,bottle,metronidazole 100.0 mg/ofloxacin 50.0 mg,oflomac,syrup
source_6-184572,oflomac od 100 mg strip of 10 tablets,source_6,True,34.37,30.25,macleods,10 tablets,strip,ofloxacin 100.0 mg,oflomac,tablet
source_2-88898,oflomac od 100 mg tablet,source_2,True,34.37,28.18,macleods,Unknown,strip,ofloxacin 100.0 mg,oflomac,tablet
source_7-215033,oflomac od 400 mg tablet,source_7,True,52.11,50.5,macleods,5 tablets,strip,ofloxacin 400.0 mg,oflomac,tablet
source_6-184573,oflomac od tablets,source_6,True,52.11,45.86,macleods,5 tablets,strip,ofloxacin 400.0 mg,oflomac,tablet
source_2-88900,oflomac oral solution,source_2,True,30.0,24.6,macleods,Unknown,bottle,ofloxacin 50.0 mg/5 ml,oflomac,solution
source_2-88901,oflomac oz 200 mg/500 mg infusion,source_2,True,136.75,112.14,macleods,Unknown,bottle,ofloxacin 200.0 mg/ornidazole 500.0 mg,oflomac,infusion
source_6-184574,oflomac oz infusion 100 ml,source_6,True,136.75,120.34,macleods,100.0 ml,bottle,ofloxacin 200.0 mg/ornidazole 500.0 mg,oflomac,infusion
source_6-184575,oflomac oz strip of 10 tablets,source_6,True,179.3,154.2,macleods,10 tablets,strip,ofloxacin 200.0 mg/ornidazole 500.0 mg,oflomac,tablet
source_2-88902,oflomac oz suspension,source_2,True,45.9,37.64,macleods,Unknown,bottle,ofloxacin 50.0 mg/5 ml/ornidazole 125.0 mg/5 ml,oflomac,suspension
source_6-184576,oflomac oz syrup 30 ml,source_6,True,45.9,40.39,macleods,30.0 ml,bottle,ofloxacin/ornidazole,oflomac,syrup
source_2-88903,oflomac oz tablet,source_2,True,179.3,147.03,macleods,Unknown,strip,ofloxacin 200.0 mg/ornidazole 500.0 mg,oflomac,tablet
source_1-149284,oflomac oz tablet 10's,source_1,True,179.0,157.5,macleods,10 tablets,strip,ofloxacin 200.0 mg/ornidazole 500.0 mg,oflomac,tablet
source_6-184577,oflomac solution 30 ml,source_6,True,39.6,33.66,macleods,30.0 ml,bottle,ofloxacin 50.0 mg,oflomac,solution
source_6-184578,oflomac solution 60 ml,source_6,True,72.6,72.6,macleods,60.0 ml,bottle,ofloxacin 50.0 mg,oflomac,solution
source_1-149285,oflomac suspension 30 ml,source_1,True,43.5,38.3,macleods,30.0 ml,bottle,ofloxacin 50.0 mg,oflomac,suspension
source_3-5752,oflomac suspension 30 ml,source_3,True,39.6,33.66,macleods,30.0 ml,bottle,ofloxacin 50.0 mg/5 ml,oflomac,suspension
source_1-149286,oflomac suspension 60 ml,source_1,True,72.5,63.8,macleods,60.0 ml,bottle,ofloxacin 50.0 mg,oflomac,suspension
source_1-149287,oflomac tz 100 mg tablet,source_1,True,115.5,101.6,macleods,10 tablets,strip,ofloxacin 200.0 mg/tinidazole 600.0 mg,oflomac,tablet
source_2-88904,oflomac tz 200 mg/600 mg tablet,source_2,True,87.5,71.75,macleods,Unknown,strip,ofloxacin 200.0 mg/tinidazole 600.0 mg,oflomac,tablet
source_1-149288,oflomac tz 200 mg tablet 10's,source_1,True,115.5,101.6,macleods,10 tablets,strip,ofloxacin 200.0 mg/tinidazole 600.0 mg,oflomac,tablet
source_1-149289,oflomac tz 400 mg tablet,source_1,True,115.5,101.6,macleods,10 tablets,strip,ofloxacin 200.0 mg/tinidazole 600.0 mg,oflomac,tablet
source_6-184579,oflomac tz strip of 10 tablets,source_6,True,115.5,101.64,macleods,10 tablets,strip,tinidazole 600.0 mg/ofloxacin 200.0 mg,oflomac,tablet
source_6-113747,gutgain bottle of 5 ml suspension pack of 10,source_6,False,490.0,431.2,alkem,5.0 ml,bottle,bacillus clausii 2.0 b,gutgain,suspension
source_7-138431,gutgain oral suspension 5 ml each,source_7,False,530.0,444.6,alkem,10.0 ml,bottle,bacillus clausii 2.0 billion spores,gutgain,suspension
source_6-113748,gutgain sachet 1 gm,source_6,False,54.0,54.0,alkem,1.0 g,sachet,saccharomyces boulardii 5.0 billion cfu/bacillus subtilis 1.0 billion cfu,gutgain,sachet
source_1-96544,gutgain sachet 1 gm,source_1,False,54.0,47.52,alkem,1.0 g,sachet,piroxicam 20.0 mg,gutgain,sachet
source_1-96545,gutgain suspension 10 x5 ml,source_1,False,530.0,466.4,alkem,10.0 ml,bottle,bacillus clausii 2.0 billion spores,gutgain,suspension
source_1-103909,insupen blue,source_1,True,675.0,594.0,biocon,1,box,insulin pen,insupen,device
source_6-125694,insupen ez device,source_6,False,741.8,741.8,biocon,1 Device(s) in Box,box,piroxicam 20.0 mg,insupen,device
source_1-103910,insupen ez pen 1's,source_1,False,741.8,652.78,biocon,1,box,piroxicam 20.0 mg,insupen,device
source_1-103911,insupen gold,source_1,True,675.0,594.0,biocon,1,box,insulin pen,insupen,device
source_6-125695,insupen gold ease pen,source_6,False,675.0,594.0,biocon,1 Device(s) in Device,box,human insulin 100.0 iu,insupen,device
source_1-103912,insupen probasalog refil 100 iu 5 x3 ml initiation kit,source_1,True,3325.0,2726.5,biocon,1,box,insulin glargine 100.0 iu,insupen,device
source_7-147465,insupen pro insugen 30/70 refill initiation kit,source_7,True,1450.0,1407.0,biocon,1.0 Kit in 1 box,box,insulin isophane 70.0 %/human insulin 30.0 %,insupen,device
source_6-125696,insupen pro device 1 numbers,source_6,False,1299.0,1078.17,biocon biologics,1 Device(s) in Box,box,piroxicam 20.0 mg,insupen,device
source_1-103913,insupen pro green,source_1,False,1299.0,1143.1,biocon,1,box,piroxicam 20.0 mg,insupen,device
source_2-62055,insupen pro pen,source_2,False,1299.0,1299.0,biocare remedies,Unknown,box,piroxicam 20.0 mg,insupen,device
source_6-125697,insupen pro plus insugen 30/70 refil box of 1 injection,source_6,True,1450.0,1290.5,biocon biologics,15 ml,vial,human insulin/soluble insulin 100.0 iu/ml,insupen,injection
source_1-103914,insupen pro plus insugen 30/70 refil initiation kit 5 x 3 ml,source_1,True,1299.0,1143.1,biocon,5 x 3,box,insulin human 100.0 iu,insupen,device
source_1-103915,insupen red 1's,source_1,False,1299.0,1143.1,biocon,1,box,piroxicam 20.0 mg,insupen,device
source_1-226958,zocon 005 gel 15 gm,source_1,True,50.0,44.0,fdc,15.0 g,tube,fluconazole 0.5 % w/w,zocon,gel
source_6-282702,zocon 03 eye drops 5 ml,source_6,True,76.45,67.28,fdc,5.0 ml,bottle,fluconazole 0.3 %w/v,zocon,eye drop
source_6-282703,zocon 05 transgel,source_6,False,51.44,51.44,fdc,15.0 g,tube,fluconazole 0.5 %,zocon,gel
source_6-282704,zocon 1 bottle of 75 gm dusting powder,source_6,False,99.0,87.12,fdc,75.0 g,bottle,clotrimazole 1.0 %,zocon,powder
source_2-137391,zocon 1 dusting powder,source_2,False,99.0,94.05,fdc,Unknown,bottle,clotrimazole 1.0 % w/w,zocon,powder
source_6-282705,zocon 1 dusting powder 100 gm,source_6,False,130.65,114.97,fdc,100.0 g,bottle,clotrimazole 1.0 %,zocon,powder
source_6-282706,zocon 1 dusting powder 50 gm,source_6,False,99.0,84.15,fdc,50.0 g,bottle,clotrimazole 1.0 %,zocon,powder
source_7-337445,zocon 1 soap,source_7,False,133.0,109.8,fdc,100.0 g,sachet,clotrimazole 1.0 % w/w,zocon,soap
source_1-226959,zocon 1 w/w soap 100 gm,source_1,False,133.0,117.1,fdc,100.0 g,sachet,clotrimazole 1.0 %w/w,zocon,soap
source_3-9198,zocon 100 dt tab 1 x4,source_3,True,34.13,29.01,fdc,4 tablets,strip,fluconazole 100.0 mg,zocon,tablet
source_2-137393,zocon 100 dt tablet,source_2,True,34.95,28.66,fdc,Unknown,strip,fluconazole 100.0 mg,zocon,tablet
source_6-282707,zocon 150 mg strip of 10 tablets,source_6,True,23.5,20.68,fdc,10 tablets,strip,fluconazole 150.0 mg,zocon,tablet
source_6-282708,zocon 150 mg strip of 2 tablets,source_6,True,24.04,24.04,fdc,2 tablets,strip,fluconazole 150.0 mg,zocon,tablet
source_6-282709,zocon 150 mg strip of 3 tablets,source_6,True,44.0,38.72,fdc,3 tablets,strip,fluconazole 150.0 mg,zocon,tablet
source_6-282710,zocon 150 mg strip of 6 tablets,source_6,True,81.04,71.32,fdc,6 tablets,strip,fluconazole 150.0 mg,zocon,tablet
source_1-226960,zocon 150 mg tablet 2's,source_1,True,25.5,22.4,fdc,2 tablets,strip,fluconazole 150.0 mg,zocon,tablet
source_5-47723,zocon 150 mg tablet 3's,source_5,True,36.15,29.64,fdc,3 tablets,strip,fluconazole 150.0 mg,zocon,tablet
source_2-137394,zocon 150 tablet,source_2,True,81.04,66.45,fdc,Unknown,strip,fluconazole 150.0 mg,zocon,tablet
